STATE,COUNTY,COUNTYFIPS,NRI_ID,POPULATION,AREA,RISK_RATNG,TOWERCOUNT,POP_DENS,TOWER_DENS
Michigan,DICKINSON,43,C26043,25935,784.42692315,1.0,12,33.06235320921111,1.5297792115308784
Iowa,DUBUQUE,61,C19061,99148,622.6844352300001,2.0,3,159.22671965194994,0.481784966873613
Iowa,EMMET,63,C19063,9388,406.5847071,1.0,13,23.08989943807948,3.197365708298181
Michigan,EMMET,47,C26047,34094,890.90039181,1.0,13,38.26914918146218,1.4591979215082078
Iowa,GUTHRIE,77,C19077,10623,599.04477204,2.0,2,17.733232131922637,0.33386486175134406
Iowa,IDA,93,C19093,7001,436.41245895,1.0,1,16.042163454371288,0.22914102920113255
Iowa,IOWA,95,C19095,16661,593.4234290400001,2.0,4,28.076073819587858,0.6740549503532287
Wisconsin,IOWA,49,C55049,23675,775.80758892,1.0,4,30.516587280304794,0.5155917597517177
Iowa,KEOKUK,107,C19107,10033,585.7803416400001,1.0,1,17.127580573821863,0.17071245463791354
Iowa,KOSSUTH,109,C19109,14815,984.16008678,2.0,1,15.053445266686332,0.10160948543156484
Iowa,LINN,113,C19113,230253,731.98462623,3.0,21,314.55988520673003,2.8689127131204937
Kansas,LINN,107,C20107,9589,612.51681426,1.0,21,15.655080443113645,3.4284773105160764
Missouri,LINN,115,C29115,11784,627.6489012300001,1.0,21,18.77482773714247,3.3458196069245747
Oregon,LINN,43,C41043,128576,2331.9079356300003,3.0,21,55.13768276845082,0.9005501323244363
Iowa,LOUISA,115,C19115,10837,421.73863758,2.0,12,25.696009410435675,2.845364149905214
Virginia,LOUISA,109,C51109,37590,514.79512305,1.0,12,73.01933976625693,2.3310244139267975
Iowa,LUCAS,117,C19117,8623,438.87133251,1.0,4,19.648127734120155,0.9114288639276426
Ohio,LUCAS,95,C39095,431225,601.85282898,3.0,4,716.4957598202632,0.6646143055901333
Iowa,LYON,119,C19119,11934,593.71319826,1.0,22,20.100614294873466,3.705492831298946
Kansas,LYON,111,C20111,32153,864.05281833,2.0,22,37.21184552368428,2.5461406447953663
Kentucky,LYON,143,C21143,8663,259.12154346,1.0,22,33.43218739871889,8.490224203761
Minnesota,LYON,83,C27083,25258,728.95286217,1.0,22,34.649702759668365,3.0180277959961357
Nevada,LYON,19,C32019,59117,2046.49730337,3.0,22,28.88691810277545,1.0750075245040511
Iowa,MAHASKA,123,C19123,22167,579.18613155,1.0,2,38.272670550099946,0.3453121356078851
Iowa,MILLS,129,C19129,14475,445.09017657,1.0,2,32.521499601606,0.4493471447544871
Texas,MILLS,333,C48333,4448,757.34737884,1.0,2,5.873130513520534,0.2640796094208873
Iowa,MONONA,133,C19133,8738,705.9897546000001,1.0,5,12.376950151281982,0.7082255751477444
Iowa,MUSCATINE,139,C19139,43233,453.65845863,2.0,3,95.29856476292548,0.6612904362148738
Iowa,O'BRIEN,141,C19141,14182,578.9945479500001,2.0,3,24.49418574011289,0.5181395939947727
Iowa,PAGE,145,C19145,15202,540.87409584,1.0,4,28.106356205487455,0.7395436444017223
Virginia,PAGE,139,C51139,23698,316.414644,1.0,4,74.89539580222463,1.2641639936235063
Iowa,PALO ALTO,147,C19147,8984,575.1834192,1.0,1,15.619365406074278,0.17385758466244744
Iowa,PLYMOUTH,149,C19149,25687,872.3879221200002,1.0,12,29.444469998596173,1.375534861926866
Massachusetts,PLYMOUTH,23,C25023,530320,1104.33213579,3.0,12,480.2178464367769,1.0866296117893577
Iowa,POCAHONTAS,151,C19151,7078,584.49835821,1.0,8,12.109529309331267,1.3686950335497332
West Virginia,POCAHONTAS,75,C54075,7845,951.32732526,1.0,8,8.246373032390238,0.8409303283508209
Iowa,POTTAWATTAMIE,155,C19155,93646,968.82314997,3.0,7,96.6595399819872,0.7225260874718732
Iowa,POWESHIEK,157,C19157,18662,591.98377524,2.0,2,31.52451263116817,0.33784709710822175
Iowa,RINGGOLD,159,C19159,4653,544.30563798,1.0,2,8.54850597775908,0.3674406179995306
Iowa,SAC,161,C19161,9814,584.1691592100001,2.0,2,16.79992831746192,0.3423665848270209
Iowa,SIOUX,167,C19167,35872,776.7565696800002,2.0,6,46.18177869390684,0.7724427747642759
Nebraska,SIOUX,165,C31165,1135,2088.23562324,1.0,6,0.5435210410973603,0.2873238983774592
North Dakota,SIOUX,85,C38085,3885,1139.59185873,1.0,6,3.4091152637134283,0.5265042878321897
Iowa,STORY,169,C19169,98533,579.44051373,2.0,2,170.04851691456474,0.3451605389353105
Iowa,TAMA,171,C19171,17081,729.37016763,2.0,2,23.418835535188723,0.27420918605689043
Iowa,WAPELLO,179,C19179,35423,440.42290071,2.0,2,80.42951432111056,0.45410899314632047
Iowa,WINNESHIEK,191,C19191,20051,697.0908149400001,1.0,3,28.763827567755037,0.4303599955277299
Iowa,WOODBURY,193,C19193,105853,886.6980107700001,3.0,11,119.37886260518196,1.2405576494355395
Iowa,WRIGHT,197,C19197,12937,588.10616982,1.0,18,21.997728750166985,3.0606718520754868
Minnesota,WRIGHT,171,C27171,141326,721.5413583300002,2.0,18,195.8668042634417,2.4946594941779647
Missouri,WRIGHT,229,C29229,18138,690.0322396500001,2.0,18,26.28572834393941,2.608573768832889
Kansas,ANDERSON,3,C20003,7830,589.62683052,1.0,44,13.279585654361446,7.46234698329379
Kentucky,ANDERSON,5,C21005,23852,206.34323346,1.0,44,115.59380746363924,21.32369414891886
South Carolina,ANDERSON,7,C45007,203620,763.39755882,2.0,44,266.72864963668445,5.763707191834848
Tennessee,ANDERSON,1,C47001,77015,348.27688038,2.0,44,221.1315316594372,12.633626427339138
Texas,ANDERSON,1,C48001,57845,1088.88385008,2.0,44,53.123205010112095,4.04083502540398
Kansas,ATCHISON,5,C20005,16341,438.19918623,1.0,11,37.29126048952316,2.510273945197691
Missouri,ATCHISON,5,C29005,5305,555.68050785,1.0,11,9.546852777913218,1.9795547701610818
Kansas,BARBER,7,C20007,4227,1147.63439193,1.0,5,3.68322876146241,0.4356788220324592
Kansas,BARTON,9,C20009,25485,909.72659115,2.0,10,28.013911265124175,1.0992313621787004
Missouri,BARTON,11,C29011,11603,602.74625931,2.0,10,19.250223159049803,1.65907292588553
Kansas,BOURBON,11,C20011,14356,645.54340344,1.0,6,22.238628608857464,0.9294495099828975
Kentucky,BOURBON,17,C21017,20246,294.55495914,1.0,6,68.73420179076739,2.0369713066512114
Kansas,CHASE,17,C20017,2564,785.57304657,1.0,2,3.2638594350901395,0.2545912195858143
Nebraska,CHASE,29,C31029,3884,906.55952907,1.0,2,4.28432979352655,0.22061430450703143
Kansas,CHAUTAUQUA,19,C20019,3379,651.2757849000001,1.0,20,5.188278266047965,3.070895688693676
New York,CHAUTAUQUA,13,C36013,127598,1515.33715047,2.0,20,84.20436333948781,1.319838294322604
Kansas,CLOUD,29,C20029,9027,725.23875021,1.0,1,12.446935574507213,0.1378856272793532
Kansas,COFFEY,31,C20031,8345,660.69693495,1.0,3,12.63060195766086,0.45406597810644195
Kansas,COMANCHE,33,C20033,1686,797.66124516,1.0,10,2.1136792218879976,1.2536650189134029
Oklahoma,COMANCHE,31,C40031,120665,1094.80523217,3.0,10,110.21595116131422,0.9134044765368105
Texas,COMANCHE,93,C48093,13573,957.25048029,2.0,10,14.179151935121563,1.0446586557961808
Kansas,COWLEY,35,C20035,34541,1143.85873134,2.0,3,30.196910731744065,0.26227014908436985
Kansas,DONIPHAN,43,C20043,7510,402.29664735,1.0,8,18.667816521638233,1.9885823192157903
Kansas,ELK,49,C20049,2483,657.0321638400001,1.0,7,3.7791148388964686,1.0653968534947758
Pennsylvania,ELK,47,C42047,30973,840.2379492,1.0,7,36.86217699342161,0.8330973394697037
Kansas,ELLIS,51,C20051,28929,909.4641582,1.0,21,31.808840116641772,2.309051963253058
Oklahoma,ELLIS,45,C40045,3746,1244.28026346,1.0,21,3.0105757601453935,1.6877226631888218
Texas,ELLIS,139,C48139,192122,961.56522501,2.0,21,199.8013187280166,2.183939212213254
Kansas,ELLSWORTH,53,C20053,6367,730.58732175,1.0,5,8.714906227429342,0.6843808879715205
Kansas,FINNEY,55,C20055,38446,1315.81094697,2.0,14,29.218483163202134,1.0639826361255522
Kansas,GEARY,61,C20061,36621,408.66755124,2.0,3,89.61073588760028,0.7340930276693723
Kansas,GOVE,63,C20063,2718,1082.58045129,1.0,13,2.5106679108801924,1.2008345416277595
Kansas,GRAY,69,C20069,5646,878.07310968,1.0,15,6.429988502959163,1.7082859997234758
Texas,GRAY,179,C48179,21215,938.71536291,2.0,15,22.600034939487834,1.5979284661433772
Kansas,GREELEY,71,C20071,1275,786.26258373,1.0,3,1.6215956683980157,0.3815519219760037
Nebraska,GREELEY,77,C31077,2188,576.41729964,1.0,3,3.7958610912033866,0.5204562739309945
Kansas,GREENWOOD,73,C20073,6011,1164.26257623,1.0,6,5.16292468960415,0.5153476649080835
South Carolina,GREENWOOD,47,C45047,69326,468.4949685,2.0,6,147.9759755413467,1.280696785113926
Kansas,HARPER,77,C20077,5481,810.88395336,1.0,4,6.759290250212481,0.49328883416985814
Oklahoma,HARPER,59,C40059,3270,1051.11982482,1.0,4,3.11096786758824,0.38054652814535045
Kansas,HARVEY,79,C20079,34024,546.1811394,2.0,3,62.29435171887592,0.5492683257601334
Kansas,HASKELL,81,C20081,3754,583.70637702,1.0,4,6.431315722753143,0.6852760493077403
Oklahoma,HASKELL,61,C40061,11557,631.78404588,2.0,4,18.292642993069688,0.6331277318705438
Texas,HASKELL,207,C48207,5414,919.45191663,1.0,4,5.88829051533607,0.435041781701963
Kansas,HODGEMAN,83,C20083,1723,868.99624266,1.0,4,1.9827473531138546,0.4603011847043192
Kansas,JEWELL,89,C20089,2931,923.59048509,1.0,3,3.173484403874501,0.3248192839175538
Kansas,KEARNY,93,C20093,3977,879.77380218,1.0,5,4.520480139491939,0.5683279028780411
Kansas,KINGMAN,95,C20095,7470,875.40844833,1.0,3,8.533159594530275,0.3426971724710954
Kansas,LABETTE,99,C20099,20166,659.7110972400001,2.0,2,30.56792599725467,0.30316300701432775
Kansas,LANE,101,C20101,1571,724.8662616,1.0,24,2.167296345856028,3.3109555888316153
Oregon,LANE,39,C41039,382865,4770.130188720001,4.0,24,80.26300852445635,0.5031309220187148
Kansas,LEAVENWORTH,103,C20103,81853,473.67721323,2.0,22,172.8033304406713,4.644513053516387
Kansas,MCPHERSON,113,C20113,30217,909.69479562,2.0,16,33.21663501373082,1.7588316517844034
Nebraska,MCPHERSON,117,C31117,399,868.97510466,1.0,16,0.45916160067222517,1.8412495265051634
South Dakota,MCPHERSON,89,C46089,2411,1163.16057117,1.0,16,2.0728006603377414,1.3755624456824496
Kansas,MEADE,119,C20119,4051,989.2274554500002,1.0,59,4.095114806692458,5.964250150453099
Kentucky,MEADE,163,C21163,29934,327.67984041,1.0,59,91.35136285023192,18.005379862910683
South Dakota,MEADE,93,C46093,29730,3517.9635258300004,2.0,59,8.450911949971323,1.6771066432839155
Kansas,MORRIS,127,C20127,5370,709.98506397,1.0,8,7.563539393311668,1.126784267160025
New Jersey,MORRIS,27,C34027,508868,486.38539716,3.0,8,1046.2238442421908,1.6447862223479424
Texas,MORRIS,343,C48343,11941,261.3122733,2.0,8,45.69628456100534,3.061471204154114
Kansas,MORTON,129,C20129,2694,737.29555692,1.0,23,3.6538942554516325,3.1195088298213642
North Dakota,MORTON,59,C38059,33242,1964.80347882,2.0,23,16.918740402457,1.1706005332305847
Kansas,NEMAHA,131,C20131,10273,726.7000182,1.0,3,14.136507145611077,0.4128250894269759
Nebraska,NEMAHA,127,C31127,7072,413.7395184,1.0,3,17.09288014678561,0.7250938976294802
Kansas,NEOSHO,133,C20133,15904,583.62745077,2.0,4,27.250260382744678,0.6853687219000171
Kansas,NESS,135,C20135,2686,1085.84959275,1.0,11,2.4736390913933968,1.0130316457679585
Kansas,NORTON,137,C20137,5450,890.1922309800002,1.0,3,6.122273156664344,0.3370058618347345
Virginia,NORTON,720,C51720,3687,7.587624720000001,1.0,3,485.92281986239294,39.53806508237534
Kansas,OSAGE,139,C20139,15742,727.1122310400002,1.0,19,21.650027778358186,2.613076659819626
Missouri,OSAGE,151,C29151,13248,619.61988894,1.0,19,21.38085015744685,3.0663960823633016
Oklahoma,OSAGE,113,C40113,45705,2327.28944292,2.0,19,19.6387261322575,0.8164003862003992
Kansas,OSBORNE,141,C20141,3496,903.4003691700002,1.0,4,3.869823523773798,0.44277157022583497
Kansas,OTTAWA,143,C20143,5735,728.61781434,1.0,16,7.871067502233533,2.1959386231165916
Michigan,OTTAWA,139,C26139,296165,1647.88002639,2.0,16,179.72485572800267,0.9709444706997934
Ohio,OTTAWA,123,C39123,40343,590.98358319,1.0,16,68.26416358680781,2.707351008573792
Oklahoma,OTTAWA,115,C40115,30249,489.49860843,2.0,16,61.79588558386211,3.2686507631385955
Kansas,PAWNEE,145,C20145,6253,762.26423832,1.0,6,8.203192128993697,0.7871286226445257
Nebraska,PAWNEE,133,C31133,2535,437.31890748,1.0,6,5.796685111576004,1.3719964761126637
Oklahoma,PAWNEE,117,C40117,15493,600.94221642,1.0,6,25.781180913360735,0.998432101466239
Kansas,POTTAWATOMIE,149,C20149,25328,870.3456087300002,1.0,12,29.10108323170421,1.378762629423762
Oklahoma,POTTAWATOMIE,125,C40125,72357,801.53631168,3.0,12,90.27289087919365,1.4971249368413893
Kansas,PRATT,151,C20151,9150,743.15002671,1.0,5,12.312453301667729,0.6728116558288376
Kansas,RAWLINS,153,C20153,2548,1080.37458165,1.0,5,2.3584412696090755,0.4628024469405565
Kansas,RENO,155,C20155,61884,1284.95229564,3.0,3,48.160542776552845,0.23347170242656992
Kansas,REPUBLIC,157,C20157,4674,727.72064625,1.0,2,6.422794274266477,0.2748307348851723
Kansas,RICE,159,C20159,9411,735.313332,1.0,13,12.798625552460404,1.7679538006798985
Minnesota,RICE,131,C27131,67082,521.149746,2.0,13,128.71924147498288,2.494484569891741
Kansas,RILEY,161,C20161,71953,628.33881318,2.0,2,114.5130596594033,0.31829961130016343
Kansas,ROOKS,163,C20163,4918,904.18241667,1.0,9,5.4391679259948775,0.9953743662861712
Kansas,SEWARD,175,C20175,21948,646.87535211,2.0,9,33.92925689378838,1.3913035905052642
Nebraska,SEWARD,159,C31159,17577,581.6999093100001,2.0,9,30.21661120911891,1.5471895140357863
Kansas,SHAWNEE,177,C20177,178851,561.3401196,2.0,6,318.6143191180522,1.0688706882870733
Kansas,SHERIDAN,179,C20179,2447,905.25460194,1.0,39,2.7031069433460733,4.308180252983116
Montana,SHERIDAN,91,C30091,3537,1723.16379105,1.0,39,2.0526197325935853,2.2632787551922484
Nebraska,SHERIDAN,161,C31161,5124,2494.66834422,1.0,39,2.0539804466882368,1.5633340636385877
North Dakota,SHERIDAN,83,C38083,1265,1015.65834318,1.0,39,1.2454975715941226,3.8398739361399827
Wyoming,SHERIDAN,33,C56033,30921,2551.94994795,1.0,39,12.116616952005295,1.5282431393816711
Kansas,SHERMAN,181,C20181,5926,1066.93918422,1.0,19,5.554205982538996,1.7807950332136504
Nebraska,SHERMAN,163,C31163,2959,577.41503703,1.0,19,5.124563459967987,3.290527399100769
Oregon,SHERMAN,55,C41055,1868,839.5799497800001,1.0,19,2.224922117887025,2.263036415409715
Texas,SHERMAN,421,C48421,2781,932.34220404,1.0,19,2.9828103757927575,2.037878358146796
Kansas,SMITH,183,C20183,3570,906.01915755,1.0,26,3.940314032270321,2.8696964940904297
Mississippi,SMITH,129,C28129,14181,643.70494851,2.0,26,22.030279606868202,4.039117620609077
Tennessee,SMITH,159,C47159,19887,328.65723111,1.0,26,60.50985074277558,7.910977620114473
Texas,SMITH,423,C48423,233253,959.30950947,2.0,26,243.1467609748472,2.710282733918118
Kansas,STAFFORD,185,C20185,4061,802.94181747,1.0,14,5.057651640060121,1.743588351658254
Virginia,STAFFORD,179,C51179,156513,282.87681942,2.0,14,553.2902990103904,4.949150668727495
Kansas,STANTON,187,C20187,2083,687.28995738,1.0,4,3.030744124271144,0.5819959912186545
Nebraska,STANTON,167,C31167,5834,435.35317995,1.0,4,13.400614187933646,0.9187942535436163
Kansas,STEVENS,189,C20189,5227,734.78295618,1.0,16,7.113665274946225,2.1775137631363997
Minnesota,STEVENS,149,C27149,9670,581.0948559000001,1.0,16,16.64100086555249,2.7534231008153034
Washington,STEVENS,65,C53065,46368,2565.65393019,1.0,16,18.07258549346373,0.6236226878351874
Kansas,SUMNER,191,C20191,22359,1196.91723918,2.0,10,18.680489567781645,0.8354796532842097
Tennessee,SUMNER,165,C47165,196179,548.7006801900001,3.0,10,357.5337284657066,1.8224872614587015
Kansas,TREGO,195,C20195,2803,908.70362817,1.0,9,3.0846140733968936,0.9904219286682856
Kansas,WABAUNSEE,197,C20197,6861,807.75477822,1.0,2,8.493914471319089,0.24759989713799999
Kansas,WALLACE,199,C20199,1512,922.93079619,1.0,5,1.6382593432159465,0.5417524283121516
Kansas,WICHITA,203,C20203,2136,725.8446717600002,1.0,15,2.942778369951672,2.0665578440671855
Texas,WICHITA,485,C48485,129191,639.2506114800001,2.0,15,202.09757750703682,2.3464975598962408
Kansas,WILSON,205,C20205,8607,580.87945656,1.0,26,14.817187805144851,4.475971685067575
North Carolina,WILSON,195,C37195,78695,376.87473174,3.0,26,208.80943552960312,6.898844048249165
Tennessee,WILSON,189,C47189,147693,589.1418858000001,2.0,26,250.6917324329208,4.413198352837265
Texas,WILSON,493,C48493,49651,816.57192123,2.0,26,60.804197045143106,3.184042865548973
Kansas,WOODSON,207,C20207,3111,510.35356983,1.0,1,6.095773957329781,0.1959425894352228
Kansas,WYANDOTTE,209,C20209,169235,157.77098142,3.0,5,1072.6624026599784,3.1691505972759133
Kentucky,BALLARD,7,C21007,7718,276.74750337,1.0,5,27.888237133186898,1.8067010322095682
Kentucky,BARREN,9,C21009,44465,505.04735424,2.0,33,88.0412492545602,6.534040763298069
Kentucky,BATH,11,C21011,12731,286.87137492,1.0,2,44.3787742975412,0.6971765658242275
Virginia,BATH,17,C51017,4209,540.0197540400001,1.0,2,7.794159321972198,0.3703568221417058
Kentucky,BELL,13,C21013,24010,364.76213319,2.0,24,65.82371856974939,6.579630344331467
Texas,BELL,27,C48027,369846,1101.27958005,3.0,24,335.83297711123305,2.1792831207231096
Kentucky,BOYD,19,C21019,48202,163.65312756,1.0,1,294.5376035195401,0.6110485115130909
Nebraska,BOYD,15,C31015,1810,550.02394512,1.0,1,3.290765822213628,0.1818102664206424
Kentucky,BOYLE,21,C21021,30559,184.68629322,1.0,2,165.464363744622,1.082917397458176
Kentucky,BRACKEN,23,C21023,8392,211.06027254,1.0,3,39.76115400120861,1.4213949237800978
Kentucky,BRECKINRIDGE,27,C21027,20420,591.50678301,2.0,18,34.522004796105236,3.0430758390298442
Kentucky,BULLITT,29,C21029,82200,303.29580684,2.0,7,271.02254019411356,2.3079778362029133
Kentucky,CALDWELL,33,C21033,12649,351.66285648,2.0,21,35.969110092010474,5.971628681573406
Louisiana,CALDWELL,21,C22021,9627,546.46902648,1.0,21,17.616734953874527,3.8428527478068455
Missouri,CALDWELL,25,C29025,8773,433.97356509,1.0,21,20.215517040031237,4.839004420844136
North Carolina,CALDWELL,27,C37027,80586,479.40243429,2.0,21,168.0967684683302,4.3804533514939745
Texas,CALDWELL,55,C48055,45866,551.96708463,2.0,21,83.0955346381666,3.8045746901877173
Kentucky,CALLOWAY,35,C21035,37069,414.84256983,2.0,5,89.35678904696462,1.2052764985158033
Kentucky,CAMPBELL,37,C21037,92960,161.01571941,2.0,30,577.3349356238484,18.631721244315248
South Dakota,CAMPBELL,21,C46021,1375,778.61856774,1.0,30,1.7659481252688884,3.852977727859393
Tennessee,CAMPBELL,13,C47013,39231,503.14307589,2.0,30,77.97185707187771,5.96251870244534
Virginia,CAMPBELL,31,C51031,55696,511.75621614,1.0,30,108.83306981612388,5.862166213881996
Wyoming,CAMPBELL,5,C56005,47000,4854.83790168,2.0,30,9.68106473415638,0.6179403021801944
Kentucky,CARLISLE,39,C21039,4826,200.98855374,1.0,1,24.01131761086725,0.49754077104988087
Kentucky,CARTER,43,C21043,26602,416.27651988,2.0,16,63.90463725330594,3.843598962682863
Missouri,CARTER,35,C29035,5184,514.15939614,1.0,16,10.082476443916729,3.1118754456533115
Montana,CARTER,11,C30011,1400,3381.80683152,1.0,16,0.413979884052322,0.473119867488368
Oklahoma,CARTER,19,C40019,47910,842.19866952,2.0,16,56.886815111339075,1.8997892752690988
Tennessee,CARTER,19,C47019,56264,351.20479563000004,2.0,16,160.2028238226993,4.555746447396539
Kentucky,CASEY,45,C21045,15941,450.24095142,1.0,3,35.40548666158467,0.6663098926337996
Kentucky,EDMONSON,61,C21061,12126,311.11333734000004,1.0,11,38.97614966840238,3.535688985258339
Kentucky,ELLIOTT,63,C21063,7354,237.69881889,1.0,1,30.938311070881735,0.4207004496992349
Kentucky,ESTILL,65,C21065,14163,258.19025076,1.0,2,54.85489850337213,0.7746225870701423
Kentucky,FLEMING,69,C21069,15067,354.86488323000003,1.0,1,42.458413644256154,0.281797395926569
Kentucky,GARRARD,79,C21079,16946,236.3051496,1.0,1,71.71236017786724,0.42318163683386784
Kentucky,GRAVES,83,C21083,36623,562.4084661,3.0,4,65.11815203274017,0.7112268468748073
Kentucky,GRAYSON,85,C21085,26385,516.18637317,1.0,37,51.11525869612681,7.1679536545639255
Texas,GRAYSON,181,C48181,135451,989.08229004,3.0,37,136.94613821719744,3.740841421647906
Virginia,GRAYSON,77,C51077,15333,450.06455325,1.0,37,34.06844615795123,8.22104289991649
Kentucky,GREEN,87,C21087,11095,291.7066932,1.0,12,38.034780341474864,4.113721172579526
Wisconsin,GREEN,45,C55045,37080,590.4523622400001,1.0,12,62.7993084138567,2.03234007811834
Kentucky,GREENUP,89,C21089,35905,358.02673647,1.0,5,100.28580645682749,1.3965437467877384
Kentucky,HARLAN,95,C21095,26728,472.87796829,1.0,5,56.521981974868886,1.0573552449653711
Nebraska,HARLAN,83,C31083,3070,579.85630131,2.0,5,5.294415173318486,0.8622826015176687
Kentucky,HICKMAN,105,C21105,4509,255.59429688000003,1.0,15,17.641238693666736,5.868675546795322
Tennessee,HICKMAN,81,C47081,24872,618.8123845800001,1.0,15,40.19311930364986,2.423998028122981
Kentucky,HOPKINS,107,C21107,45395,560.01224643,2.0,8,81.06072731335216,1.428540188361752
Texas,HOPKINS,223,C48223,36691,800.7749029800002,2.0,8,45.81936804395127,0.9990323086086782
Kentucky,JESSAMINE,113,C21113,52980,176.29458327,2.0,5,300.51972679648173,2.8361620120468265
Kentucky,KENTON,117,C21117,168969,165.96692853,2.0,1,1018.0883715604664,0.6025296779648731
Kentucky,KNOTT,119,C21119,14224,356.41354515,1.0,2,39.90869649472411,0.5611459012194054
Kentucky,LARUE,123,C21123,14854,266.29689372,1.0,12,55.779847044022816,4.506248583063645
Kentucky,LAUREL,125,C21125,62486,448.17242379,2.0,5,139.42401781792591,1.1156420463617922
Kentucky,LESLIE,131,C21131,10414,408.4843347,1.0,3,25.494245716052426,0.7344222887282243
Kentucky,LETCHER,133,C21133,21438,342.45584685,1.0,4,62.60077086489376,1.1680337879446545
Kentucky,MCCRACKEN,145,C21145,67799,270.642216,3.0,4,250.5115462105143,1.4779660243396764
Kentucky,MCCREARY,147,C21147,16846,435.29736822,1.0,9,38.69998127690495,2.0675521280549956
Kentucky,MAGOFFIN,153,C21153,11613,312.27839955,1.0,2,37.187970787395436,0.6404541597760343
Kentucky,MENIFEE,165,C21165,6070,208.01348178,1.0,4,29.18080091760483,1.9229522845209117
Kentucky,METCALFE,169,C21169,10286,294.12958146,1.0,6,34.970980983763575,2.0399172263521432
Kentucky,MUHLENBERG,177,C21177,30928,484.23964953,2.0,11,63.86920201602352,2.271602503156553
Kentucky,NELSON,179,C21179,46724,428.35742742,2.0,26,109.07713280803604,6.069697485251556
North Dakota,NELSON,63,C38063,3007,1019.05556259,1.0,26,2.950771391068709,2.5513819809706164
Virginia,NELSON,125,C51125,14738,479.00132358,1.0,26,30.768182204278492,5.427959949187412
Kentucky,NICHOLAS,181,C21181,7537,198.80949972,1.0,9,37.91066327622667,4.526946656309407
West Virginia,NICHOLAS,67,C54067,24584,661.0129355700001,1.0,9,37.19140530706997,1.3615467286187346
Kentucky,OLDHAM,185,C21185,67573,198.32511816,2.0,13,340.7183145882967,6.554893359252746
Texas,OLDHAM,359,C48359,1739,1516.5839637,1.0,13,1.1466559330862058,0.857189599201879
Kentucky,PENDLETON,191,C21191,14625,284.75567328,2.0,12,51.35981956580458,4.214139041296786
West Virginia,PENDLETON,71,C54071,6135,705.19358949,1.0,12,8.69973875462604,1.701660392102893
Kentucky,POWELL,197,C21197,13107,181.93972836,1.0,4,72.04034060150666,2.1985302693677164
Montana,POWELL,77,C30077,6924,2355.86091156,1.0,4,2.9390529661681413,0.16978931058163726
Kentucky,ROBERTSON,201,C21201,2193,101.11917192,1.0,11,21.68728202931668,10.87825363987613
Tennessee,ROBERTSON,147,C47147,72788,481.32300372,2.0,11,151.22485199635912,2.2853676044951783
Texas,ROBERTSON,395,C48395,16721,874.44759441,1.0,11,19.121786264712473,1.2579370187897685
Kentucky,ROCKCASTLE,203,C21203,16028,321.30737301,1.0,3,49.88369812323343,0.9336853903774662
Kentucky,ROWAN,205,C21205,24652,289.15495245,1.0,7,85.25532691425289,2.4208473486928863
North Carolina,ROWAN,159,C37159,146778,529.24051323,2.0,7,277.3370449367176,1.3226500664656986
Kentucky,SIMPSON,213,C21213,19560,238.85244084,1.0,21,81.89156422773443,8.792039104204616
Mississippi,SIMPSON,127,C28127,25913,596.43066639,2.0,21,43.446793500479984,3.520945716474664
Kentucky,TODD,219,C21219,12230,380.86258899,2.0,21,32.111318763106745,5.5137996240821066
Minnesota,TODD,153,C27153,25251,989.40202647,1.0,21,25.521475926313602,2.1224941366780947
South Dakota,TODD,121,C46121,9304,1404.89710491,1.0,21,6.622549058919179,1.4947713912005887
Kentucky,TRIGG,221,C21221,14047,486.18833172,2.0,5,28.892096094337752,1.0284080620181446
Kentucky,TRIMBLE,223,C21223,8470,157.55274093,1.0,2,53.75977561547587,1.2694161892674347
Kentucky,WOLFE,237,C21237,6562,225.00047505,1.0,2,29.164382868710746,0.8888870121521105
Louisiana,ACADIA,1,C22001,57475,664.17335439,3.0,10,86.53614243947959,1.505631012431137
Louisiana,ASCENSION,5,C22005,126426,305.754813,4.0,5,413.4881762270084,1.635297234061856
Louisiana,ASSUMPTION,7,C22007,21017,373.66479111,3.0,9,56.24559899681044,2.4085758717766286
Louisiana,AVOYELLES,9,C22009,39654,874.3726859400001,2.0,13,45.351370917276206,1.4867802035723778
Louisiana,BEAUREGARD,11,C22011,36508,1177.72084872,2.0,23,30.998856851076837,1.9529245852272576
Louisiana,BIENVILLE,13,C22013,12958,830.44391703,1.0,2,15.603702711608747,0.24083504725434088
Louisiana,BOSSIER,15,C22015,128536,875.66611821,3.0,7,146.78654035712597,0.7993914409191835
Louisiana,CADDO,17,C22017,237695,946.49572095,3.0,23,251.1316160641751,2.430016268527326
Oklahoma,CADDO,15,C40015,26908,1303.17155202,2.0,23,20.648087320729847,1.764924960520241
Louisiana,CALCASIEU,19,C22019,216652,1105.21027383,4.0,22,196.02785563077813,1.9905714343173009
Louisiana,CAMERON,23,C22023,5615,1956.27510156,2.0,47,2.870250710404896,2.402525082618524
Pennsylvania,CAMERON,23,C42023,4535,402.43833279,1.0,47,11.268807244478992,11.67880794907415
Texas,CAMERON,61,C48061,420083,1289.31568935,4.0,47,325.81857451202046,3.6453446109613963
Louisiana,CATAHOULA,25,C22025,8891,746.90152641,1.0,2,11.903844999132353,0.2677729164128299
Louisiana,CLAIBORNE,27,C22027,14160,775.07887899,1.0,9,18.26910832411251,1.161172139244439
